drug,gene,disease,label
18559,2602731,24258,8
10572824,2307199,2499,3
7137046,432873,247211,9
281267,79666,162528,9
4757348,370046,10483643,9
122518,2432712,24258,4
1839896,409656,531467,9
4113781,3343903,93289,9
1165692,2304802,519155,9
117697,5814246,204092,8
1034322,5889623,10486169,9
547906,243019,52166,4
10624119,4169230,45805,9
270178,9851,326636,5
264422,2757008,33290,1
687617,73133,35951,9
63018,9851,326636,5
7531273,1208564,45805,5
228621,2003496,2707,8
7433845,38595,18550,0
5491821,1103737,24258,9
45410,2653133,3651,4
994658,651552,404171,9
10473548,273895,1878136,4
189567,459976,41104,9
10472583,107260,24258,4
597653,7789,63423,9
1165599,2025152,72167,8
6218783,2503320,2707,9
4320646,489921,570555,7
19025,681542,72167,5
12405,7304869,45805,9
76021,458594,66759,9
436553,545048,63423,9
165568,682556,24258,8
50969,2963154,10635,6
5898,7255933,326636,8
1155406,3384705,10473854,7
321927,409010,1555,9
19794,240363,3619,9
46459,126564,94954,9
3216,2997489,10483467,9
320982,2535279,5792194,9
398366,126564,1150735,7
547752,2321376,72167,3
3713758,827828,3204452,9
83087,2423904,61912,3
1165692,1725273,180889,8
5898,1099112,66759,9
2189849,205419,24258,5
765940,348568,2147,3
266223,507388,73939,1
10473356,3127,164934,9
11598285,72979,884,9
1418052,3275484,1909041,9
90142,618739,884,9
831250,617868,8518,6
28912,243019,52166,4
10473564,1902580,4669,0
7613841,4219010,5373137,9
1525891,433640,3651,4
1872200,383392,6317184,9
100,1843432,6160,4
483665,5793951,43006,9
4500281,2139816,527266,9
4766641,5491051,174128,9
47384,131904,204092,6
92,1099112,16802,9
10472877,463603,12783,5
34887,4968186,16676,9
110522,1895509,8292919,9
574093,1629988,47234,9
1941820,570821,412036,9
29486,2815226,2499,9
266223,638124,10485931,9
229374,1112103,454770,9
3918089,555230,60149,3
17474,58423,2707,9
1449700,899292,238487,2
5986,766199,71295,9
17708,2229543,16676,9
8023815,2475193,2707,9
110290,641533,884,3
7286,567846,174128,9
228621,6459626,2714,9
6204389,3501,66759,4
47384,611333,61912,6
10472583,5,79645,0
264422,489881,2058738,9
1262623,452836,371868,9
228621,2843872,4697,7
23629,218092,1356130,0
46459,6976970,35951,9
5898,3488982,10486210,9
127859,7762976,2499,9
567799,3343903,326636,9
2114250,7135,10474288,2
266223,6564781,6124,1
8685834,2249236,1878136,3
1131983,47913,3651,9
45410,2864142,1356130,0
210039,3649,10473852,9
474464,6988249,66759,9
209667,2016024,10474093,9
82369,3341,1555,5
511036,124284,10473890,9
3984055,528351,884,7
2846546,4730237,10483410,9
4535806,489921,12280,7
10472609,7255933,884,9
126954,432873,58821,2
36467,781083,12082,7
10473681,80266,237662,9
40594,2013476,9135,9
11476,1891320,10473865,2
82125,8988013,1878136,9
212081,598780,16563,0
487328,438849,66759,4
721477,3571,10474093,9
454166,664351,475740,9
31507,438848,278413,2
430697,6056450,6124,9
5601,783122,10635,5
4415144,4186,2781669,9
10472928,3518844,174128,9
17544,2432836,63423,9
448413,3170838,20407,9
1165692,469394,63423,9
51321,447370,2499,9
71048,4866516,2499,8
469879,2690470,2499,9
1875291,18879,564099,9
34887,468266,180889,3
597286,1952361,585312,2
1635465,533911,52166,8
10473289,521434,12783,1
1030075,3691867,58096,9
10473074,365174,233042,9
2842016,2156672,40072,7
631524,1917917,2147,0
34887,121364,2699,7
254335,15067,8518,4
556520,2741291,174128,9
46597,3821568,4434736,9
58416,41121,66759,5
160949,2517188,326636,9
2433702,658766,337752,2
2326339,212326,10484039,9
214019,124961,10485425,9
164274,8144880,326636,9
398366,3307086,21127,8
1977989,3407810,40528,7
252800,2203325,1555,8
1842315,5158794,174128,9
3295641,3599565,6985,9
6078784,2292542,52166,9
10473152,62749,202601,2
39333,604229,35951,9
10473695,367840,6124,9
2307810,608732,3651,9
5050357,1002665,21127,9
1165599,3647182,58096,9
621146,802276,2499,3
164113,4033464,60149,8
398366,498779,6985,9
188979,2238485,9135,9
10472577,983,2476625,0
35866,91286,45805,9
81799,15006,326636,4
6279245,7675875,1878136,8
682437,1902112,12783,9
10473130,243019,555385,9
3216,1124753,66759,4
30736,4356874,45739,6
986704,243019,52166,4
162125,7730294,884,9
5602996,458799,9135,9
436553,5083709,9135,6
37358,1223341,10033,0
5640025,444598,8518,8
436553,490469,52166,6
210301,2721809,58096,5
5898,1874380,10486229,9
10473095,1917756,9135,4
283198,2420959,6985,6
474464,57485,326636,6
675836,5815007,884,1
3984055,4224838,46816,9
5750258,2515661,17498,0
229374,7175131,66759,1
443663,4324698,33290,6
52685,3647182,10635,9
443910,490125,9499,0
163783,14451,2476625,7
2846546,69153,6124,1
228621,432315,13693,7
454166,2623845,60531,9
1449700,761272,2707,3
5928290,2373070,6124,9
2513779,2017700,8518,9
981169,383806,10483481,9
4221,3501,2734,9
2752740,1858920,884,3
437962,563988,2714,2
1276578,2169039,3651,1
3984055,329397,6160,8
419479,12722,2734,9
1438,109591,50819,0
5093752,470491,52166,1
1802451,18879,10485931,9
37851,32510,371354,2
8685834,2000252,1555,3
3288716,243019,52166,4
136074,615529,46848,9
125207,3952671,9135,4
254335,15067,1555,4
1320990,5648646,2790,9
626714,489258,10484068,2
18646,9088187,76934,9
250753,2527890,204092,9
3760239,409627,872744,9
7137046,434970,204092,4
196926,3821568,10484998,9
504,964903,2700456,9
454166,3821568,60149,3
4755002,4397238,2984444,9
2995601,92832,165859,9
10472611,433104,2656638,9
144000,444329,10483763,2
252800,15067,1555,1
6720212,1895509,60149,0
10473280,410131,1905036,2
828,1908308,534409,9
111022,6530797,594722,9
264422,2757008,814098,9
37134,3609,4730,9
292591,147,10483150,9
10969836,2881370,3651,3
977529,2540711,6985,9
10090264,1843432,278413,2
2309248,11659,6180,0
556520,432756,36608,9
647681,243019,12783,4
6384,7432343,41739,9
4234318,4575757,10473862,9
6986739,3501,10474162,2
1469940,42118,58096,0
163783,22743,66759,1
214019,2584011,10484522,9
3133859,6809987,9135,1
289826,1924290,1878136,9
721477,2590481,33290,9
1155406,101384,2707,8
1919772,26747,8518,9
192812,1877648,2499,9
110290,472954,10485080,7
5898,90315,10484944,7
37134,6555000,33290,9
68659,535296,347933,9
450635,817,27397,9
603113,3167080,4159,7
216110,114618,71633,9
680370,3472542,9090860,9
435634,4891100,52166,9
680370,1896560,697195,9
6279245,4539610,9135,3
163783,1982309,326636,9
3539808,458036,9135,3
4041,2963151,294919,9
2848934,344883,8518,9
4304409,35305,71527,9
1888,452443,35951,5
250010,483800,60149,9
10762403,3501,66759,9
1034322,5922794,100801,9
214019,30559,11674,9
3295641,2636032,10635,9
11329,4516862,9077410,9
10473632,531313,326636,9
1165599,3392595,6985,9
389643,1912886,31061,7
74426,13364,10484875,9
46459,1837129,10483452,9
68659,598966,10486255,9
4844768,2004878,10486080,9
3090477,5629602,63423,9
578,681542,2499,4
451664,491056,24258,9
165568,3126325,45805,8
556384,507416,10635,5
57,1840145,9135,5
922273,8326,15837,9
4324821,3020481,60149,9
870405,479558,18138,2
1595789,2496243,66759,4
225868,780478,73939,5
1262623,648030,231461,9
249375,293,180889,8
2000539,146411,16676,1
10473348,163023,6160,5
556520,664351,87703,9
282937,9709,2707,8
5093752,345743,3733,2
165568,5976170,507475,9
434815,433360,26406,2
10473039,79827,326636,9
182995,2003496,884,8
20640,261,10484171,9
127859,4227569,1007574,9
11222325,182216,687467,2
160949,477743,24258,4
1011697,3465047,2147,7
63784,89098,481566,9
626714,491984,129619,9
433156,261,86310,9
10472583,6107079,72167,9
3091852,1462,884,9
3984055,1693599,16397,9
60906,2425941,9650,9
19953,17012,45805,5
493043,7289,45805,9
10410,23091,1981531,9
196926,3948371,326636,9
122518,36318,24258,5
100,4958110,884,4
3230052,24441,10485398,2
1155406,3401958,73939,1
2846546,5958280,10473864,7
747040,10459706,6124,9
634,507416,10635,5
311259,43771,204092,1
1845418,574246,67232,9
6279245,2448927,10484568,9
1043901,5477251,12783,9
2833118,477743,24258,9
3421714,2732117,5076165,9
92,1035564,37174,9
474082,452049,58096,9
1898557,1462,63423,8
227093,459084,2707,8
4755002,14451,10483475,9
302796,2247594,884,9
148687,2908416,185311,9
1011697,147373,10635,1
10606,409656,2237180,2
4603579,27220,1685971,2
2166321,243019,12783,4
516679,150100,9135,6
4755002,92743,8518,1
71048,2453479,8518,8
222456,158784,72167,3
6696924,434621,450237,9
165568,179803,35951,9
68659,535296,204092,1
10473639,17539,24258,9
46459,5245595,63423,9
27960,1046621,9135,1
6546,5419459,93289,9
283198,1951112,5569992,9
5148017,45808,61912,5
434257,472478,204092,4
10473596,814140,72167,9
68773,501987,10473861,2
6361978,261,60149,4
11329,12454,431087,9
5278001,3032040,1696315,9
7137046,163023,6160,5
50969,181837,2499,9
127859,4830838,8642,9
5268191,5007444,10473754,9
3359981,494263,9135,9
3753922,2918860,847475,9
67636,2950149,5243,9
31388,497510,436983,9
11598362,487132,204092,9
6247428,4134622,884,9
49218,8997,73939,4
63784,3041600,326636,6
127859,58920,92953,9
1034322,507414,151334,9
283198,6110040,114810,7
48981,3343903,71973,9
5915218,2407,66759,5
6279245,641310,63423,3
685311,1908931,10473852,9
112377,2525611,9135,1
1739826,243019,45805,4
650236,2614606,2499,2
2385841,3920137,1878136,9
31440,5815007,884,9
124518,611333,33290,1
5640025,3209075,71527,9
81125,2536161,53529,9
21038,163611,6124,9
179443,586728,6985,6
2730988,3073817,45739,9
465717,625348,3651,4
10472683,518775,4697,9
1165599,3325181,8518,8
10211,2962946,10473977,9
981169,436767,16563,7
10473597,142599,174128,9
6518420,1888157,4697,2
4649726,480225,35951,1
3097651,5696530,140960,9
7622608,3041598,6578,9
603113,584792,6985,6
5050365,7628947,297023,9
576465,1641039,75968,9
12756,1924290,33290,9
10473713,6036848,2237,9
124518,408779,18936,9
756950,763,6985,8
10473678,585348,60149,9
47384,2320189,6124,6
7954030,453688,4392073,9
229374,4191805,561013,7
474082,681083,63423,6
1155406,408881,73939,6
49873,3151839,12783,8
3984055,1971951,9135,3
209740,988,60149,1
1165692,3189325,10474026,9
5655,631885,626528,0
202330,434971,10483576,9
5640025,124284,66759,8
50969,3103219,2499,3
440552,2346007,12106,9
11948,5640,796920,2
571895,2558210,72167,9
87016,106224,10484115,2
822284,2589354,204092,5
610175,1643345,72167,3
179443,5483158,72167,9
15094,2055785,8615432,9
2075,1643345,327611,9
165568,4373925,66759,9
2843890,2216112,10483502,9
100,8449,3651,4
1165599,523785,48937,7
10473099,4430426,188708,9
38764,1690,35951,5
5005844,498381,205997,9
10472832,49076,129009,9
45424,512391,2732817,0
1444279,87223,33290,6
410533,2229543,202601,9
3396256,6817146,6124,1
11599159,3847453,872583,9
175075,243019,8518,9
2752740,604229,978472,9
212081,623098,204092,5
71048,5739552,58096,8
10472574,261,60149,4
593364,543743,1878136,5
7178689,2518,5841,9
650236,1021114,35951,9
10473612,3340030,16676,9
264422,490042,207295,7
10472858,409627,872744,9
1845418,73133,4697,0
607588,88617,2499,4
59114,75966,60149,6
6140099,342,10485061,9
31874,431769,10484008,9
14220,3856167,72167,9
1276432,581929,58096,1
100,2302296,2707,4
450635,899850,63423,8
1155406,2439,112459,7
206941,305729,61912,6
1977989,932993,6985,9
28886,432752,180889,5
4571542,499385,10484817,9
5898,447032,17498,0
10473262,33399,66759,9
4757348,63459,66759,5
527921,52294,58096,5
3984055,2932674,9135,9
474082,3019297,10485533,9
147425,9709,10484038,9
202330,366758,7607,0
45424,51034,60149,4
17708,3849,58096,5
11251128,704931,1878136,9
475778,263690,45739,9
283198,3232447,326636,9
3133859,2713242,204092,6
82188,61754,4775161,9
10473483,4911,196700,9
283198,1905050,52166,9
2424256,1877646,2403,9
165568,1887581,7377,7
450635,2443642,2707,8
68659,4356874,10483637,9
225868,780478,1555,5
7442,5640,796920,9
153314,3501,10474162,2
67636,19277,5945520,9
28886,4478839,46847,9
1999958,473214,10484760,9
6845,702,204092,5
764079,2232030,63423,3
105887,3019297,6824330,9
3133859,492842,24258,8
1444279,3586,9135,8
313887,2475388,9135,9
6110,790,10485426,9
92,548539,66759,5
398366,707768,6160,1
67636,119154,71892,7
15941,3401077,4940981,0
17708,369909,580981,0
772971,2816770,6124,9
434259,4771,2374,2
7855350,243019,196486,0
266223,2628280,16676,3
116999,2169039,3651,9
10473462,2884043,560355,9
10762785,41207,24258,9
15941,2201375,9209,0
409290,17664,3368465,9
1341796,79120,10473787,0
248706,29818,10485503,2
6527775,81029,60149,9
389643,1912127,33290,9
483891,2558167,3651,9
450635,435240,201421,9
10473388,22112,102942,9
5655,42739,52865,0
10472704,2534533,180889,9
2411667,6205510,58096,9
10572491,563988,3100082,2
67636,23571,9135,9
922273,222506,2707,3
34887,1355,3619,7
474464,261,86058,9
501284,283274,95197,9
474464,40382,16676,8
127859,2083204,884,8
765940,1255921,10473827,7
2486105,2838752,2147,9
63784,4630420,133397,2
443663,2003496,63423,8
4977163,1979790,2513408,2
904493,470,124997,0
10755880,444329,2986036,2
10472630,2541129,8384,9
187636,2928451,56138,9
207213,7423,7607,0
10472714,21414,9135,4
2222615,988,10635,3
46459,19886,35951,1
747040,54437,81310,7
5660554,124464,10474002,2
408789,3609,12082,2
2512670,4814574,10483486,9
207987,6798837,1878136,4
511825,2393202,66759,9
578,4512554,204092,5
765940,564920,6124,3
11598297,38595,174128,1
228621,2881372,10474035,7
10473479,12497,10473796,0
88223,71838,6124,1
29082,4445,64589,7
10472583,2632,10483807,9
174766,2637070,58096,9
10472849,43101,2707,9
471402,2289904,8518,3
10472904,451033,60149,9
3298900,3499381,180889,9
1165599,5268682,580981,2
598537,533423,12783,9
50969,3448528,3108,2
450635,261214,75182,9
680370,816842,66759,1
10473730,30009,10484246,9
887712,333007,769052,9
3984055,4512554,8518,1
7648678,162441,35472,9
10473549,273895,1878136,4
6058618,25547,12783,5
454166,1875502,9650,7
266223,5083709,9135,6
578,4037290,10635,9
23782,48046,180889,9
248706,534291,30949,2
650236,89589,41948,9
11329,121262,964184,9
3796289,78408,16676,9
589349,2236952,70239,7
283198,2950942,35951,9
5655,163090,1424551,0
156012,147605,160912,9
450635,42165,52166,8
147472,507416,10635,5
27960,458036,9135,3
6376716,469394,13764,9
1165599,5233149,6160,9
441183,279530,10484214,9
13303,91286,45805,3
10473565,1902580,2876,0
28784,150100,326636,5
50475,5483158,3651,9
6279245,498003,8518,8
450635,100367,96492,7
215208,453368,58096,5
5650624,457046,1878136,1
10472598,484484,2707,9
39472,713991,1701,9
41152,548540,6985,9
587152,509254,2707,9
182995,32061,884,6
2943940,528421,96696,0
556520,46711,10486083,9
483276,16165,2707,8
60906,1249,174128,5
64,5024160,174128,9
11126,305729,63423,9
266223,3858,10473795,7
46459,1119757,24258,9
137293,14338,3931108,9
6975625,2203325,1555,9
33447,3655094,24258,9
3984055,1888939,10486179,9
12727,1880311,9135,3
1049080,2294231,174128,1
554185,988,104260,9
764079,2529404,33290,7
114283,582679,2707,8
441381,177576,56620,9
266223,560371,35951,8
10472755,3069009,73939,9
4757348,501553,44299,0
214019,2926724,10483873,7
3984055,6634186,45805,8
2377198,5,60149,9
100254,453626,43794,9
163783,2739773,10486191,9
443663,447369,1878136,6
537659,411738,87039,0
541049,827104,45739,9
8685834,486584,45805,9
284747,521644,12309,9
8685834,5538,174128,8
8685834,50352,10484965,7
196674,444807,9449694,9
1574910,2229018,3651,9
443663,2564723,2707,9
1300794,30566,9135,9
5640025,114039,12783,8
4226436,584175,1878136,3
408937,243019,600519,9
9037,532023,24258,9
5621518,2120,66759,1
28588,9428,8712,0
170344,40300,112712,9
283198,3313888,3651,8
3185942,2337001,2707,9
24792,5387254,35951,9
311259,930058,1685971,9
110290,439995,24353,9
67636,3056822,4489103,9
441072,4932222,2237,9
409703,18879,24258,4
1144497,19843,9090,9
4320646,811929,61912,6
503286,467775,10474093,9
252800,5815007,884,1
3984055,999120,58096,6
8343881,136017,10484522,9
179443,2885303,285565,9
21909,3830013,2434323,0
398366,432873,10483332,9
53024,261,84999,9
5206739,1663047,63423,1
36467,435699,45805,9
3984055,173645,3651,9
474464,3379,10484120,9
4324821,2245379,1878136,3
409233,11279,17258,9
5791591,1840850,108782,9
1165599,560105,10485310,9
3396256,406967,1878136,6
201045,635622,66759,8
2338,36318,35951,5
103347,243019,52166,4
50969,1906000,326636,6
524321,7331,2876,0
721477,6181381,10484467,9
884167,58423,2707,9
1165599,584792,6985,6
474464,524598,9135,9
59426,482414,61244,9
229374,27680,93311,7
179443,4064005,8518,1
5077779,2423904,61912,3
1014,13465,204092,5
54904,4634898,45739,9
1182569,2227863,198641,9
1300794,243019,12783,9
266223,448992,3368465,7
469681,434802,2499,5
50969,3652178,87039,9
206941,2690469,2499,7
78223,1556862,10483155,9
981169,4715862,9135,3
645728,2815226,2499,8
63784,2198619,24258,6
180450,2229018,3651,9
15942,2018,1555,5
10473642,6981282,2499,9
11600711,455771,174128,9
336638,105097,139486,0
454166,188382,5792194,9
36213,177187,24258,9
2108,13282,143412,9
117697,95581,61708,7
48981,3920124,2059149,9
57,1842943,89840,9
5640025,4617078,45739,6
69453,5922794,884,9
55301,79827,79999,9
355227,625348,3651,4
678089,539269,58096,4
9119,488365,12783,5
228621,875,45805,9
10472602,597917,73939,9
180143,458512,68258,2
68659,50352,86058,9
11588032,734710,10474155,9
646748,6056450,2679,9
2631558,1903346,58096,6
7721812,169875,72167,2
3918089,3195354,1555,1
2640096,333007,70239,7
